nIdPessoa;data_referencia
22801;2015-11-10
300637;2021-11-03
80699;2015-10-08
227785;2020-06-17
273898;2021-05-01
2331;2024-02-01
379182;2023-05-01
135001;2016-09-20
92205;2016-12-10
5763;2022-08-01
232688;2022-01-01
30733;2017-01-01
191507;2018-11-03
254421;2020-07-01
139141;2016-12-14
49164;2017-05-03
246249;2020-04-02
86023;2018-05-01
407000;2024-02-01
418396;2024-02-01
184769;2024-02-01
88992;2024-02-01
248757;2021-04-02
186553;2018-07-03
326130;2023-04-04
310811;2024-02-01
212595;2022-02-01
185084;2022-12-01
167769;2022-05-11
194500;2021-05-04
402642;2024-02-01
171215;2019-02-06
281191;2022-09-06
399762;2023-08-03
298063;2024-02-01
273452;2024-02-01
330306;2022-05-03
147145;2017-03-30
97375;2019-06-07
87348;2016-09-01
313582;2022-04-20
161086;2017-11-01
334917;2024-02-01
420585;2024-02-01
278566;2021-08-21
66062;2022-06-01
11658;2017-08-01
261893;2020-11-01
378481;2024-02-01
249077;2024-02-01
344870;2024-02-01
406750;2024-02-01
340971;2022-12-20
97977;2016-10-01
413093;2024-02-01
95004;2016-06-01
364133;2023-02-03
393536;2023-08-08
332879;2022-06-01
331356;2022-01-05
119965;2016-12-02
248876;2021-06-15
230334;2019-09-04
417366;2024-02-01
207018;2021-09-07
201113;2024-02-01
107691;2024-02-01
311202;2023-01-20
149726;2017-06-13
322014;2024-02-01
337490;2024-02-01
398563;2023-06-03
220110;2019-08-04
144435;2018-04-01
12851;2016-01-06
365059;2023-01-03
342941;2022-10-04
411622;2024-02-01
272106;2021-03-01
419439;2024-02-01
355604;2022-09-10
399194;2024-02-01
246463;2020-07-22
71479;2017-11-01
113031;2017-09-02
344700;2022-05-19
143355;2017-01-03
207040;2019-02-01
248532;2021-10-16
216355;2024-02-01
264130;2021-04-14
333660;2022-08-23
79516;2024-02-01
74221;2024-02-01
67097;2024-02-01
21888;2022-07-05
262513;2021-03-24
123045;2018-11-01
145780;2017-11-18
51432;2016-08-16
382406;2023-03-23
17204;2018-02-13
359113;2022-10-04
247743;2021-01-19
363856;2024-02-01
362284;2022-10-05
262080;2022-04-01
275698;2024-02-01
166149;2018-01-01
259320;2022-07-01
174071;2018-01-03
53121;2020-06-01
291876;2021-01-19
172272;2019-07-01
156500;2019-10-15
400022;2024-02-01
189776;2018-11-06
293171;2022-02-15
333592;2023-04-11
126234;2016-09-15
303965;2024-02-01
251307;2022-10-18
232744;2021-03-01
416811;2024-02-01
235774;2024-02-01
175884;2019-08-07
315517;2024-02-01
31251;2016-08-01
43669;2019-08-01
124420;2022-03-01
118220;2016-05-21
140749;2022-10-01
106876;2018-05-03
389784;2024-02-01
115467;2018-03-01
77876;2016-12-01
278962;2021-03-25
378829;2024-02-01
249121;2024-02-01
185648;2018-11-21
40113;2024-02-01
383698;2023-03-04
61167;2015-12-09
290324;2022-08-01
125707;2019-06-01
184417;2023-01-01
210967;2021-07-13
250538;2024-02-01
298596;2021-06-10
72271;2024-02-01
157491;2024-02-01
408273;2024-02-01
388200;2023-06-16
367429;2023-05-09
245967;2020-09-02
71750;2017-06-01
17588;2023-09-02
382420;2023-03-11
91275;2016-07-06
200642;2024-02-01
244647;2022-04-08
50739;2017-05-16
379058;2024-02-01
86593;2024-02-01
302359;2022-09-13
140690;2024-02-01
374712;2024-02-01
276734;2024-02-01
171913;2019-09-01
184061;2019-07-01
141309;2017-01-03
268282;2020-10-13
83637;2016-03-03
372991;2023-03-01
231063;2021-12-01
135216;2016-10-19
106586;2024-02-01
383860;2023-08-01
145484;2017-02-01
191105;2019-01-16
30812;2022-06-01
49967;2017-10-01
309381;2023-05-06
233789;2022-04-01
231483;2020-01-01
29661;2020-08-01
327176;2022-02-05
201738;2021-09-01
204903;2018-12-11
271368;2021-06-17
195301;2024-02-01
365187;2023-09-20
22353;2018-12-01
12408;2020-12-01
185243;2019-03-01
223269;2023-06-01
30697;2016-01-16
44067;2015-10-06
72512;2017-07-11
160272;2017-09-02
4731;2024-02-01
220145;2024-02-01
208567;2024-02-01
295074;2023-10-06
274805;2024-02-01
347485;2024-02-01
279934;2020-11-03
247798;2024-02-01
111812;2016-02-20
220202;2019-12-03
251523;2020-03-07
275435;2021-11-01
254901;2020-06-16
414455;2024-02-01
75270;2016-07-06
206331;2024-02-01
312065;2021-10-10
43467;2017-04-01
59987;2017-01-13
46347;2016-10-04
325611;2023-04-11
137443;2021-02-01
279788;2021-10-05
205092;2019-01-01
374002;2023-10-01
81750;2015-12-22
119373;2016-06-16
398863;2023-10-01
76599;2024-02-01
215836;2020-09-01
398076;2023-08-22
339284;2024-02-01
125507;2019-04-03
17712;2017-01-01
159622;2023-02-01
381008;2024-02-01
403419;2024-02-01
369677;2023-01-18
248714;2024-02-01
73727;2019-06-01
65025;2016-04-01
27785;2024-02-01
65328;2017-02-03
313996;2022-02-01
408003;2024-02-01
70953;2018-02-01
407833;2024-02-01
281979;2021-04-09
103824;2023-04-01
294288;2021-10-05
151790;2018-02-17
129400;2018-04-01
324178;2024-02-01
226705;2020-04-21
45150;2024-02-01
388702;2024-02-01
404281;2024-02-01
310995;2024-02-01
274045;2024-02-01
218444;2019-08-20
33636;2016-03-01
63937;2016-02-09
229397;2021-09-01
202206;2021-04-08
260949;2024-02-01
252078;2021-09-03
2631;2024-02-01
173502;2018-03-07
172349;2018-05-22
257409;2024-02-01
116419;2019-06-04
381157;2023-06-13
280974;2024-02-01
19897;2017-05-01
281569;2022-04-02
25850;2015-11-17
354714;2022-09-02
292521;2021-05-19
134575;2017-01-01
38185;2024-02-01
229230;2021-05-14
45337;2015-12-02
307484;2024-02-01
402896;2024-02-01
140847;2020-08-01
141489;2019-11-01
264539;2022-01-04
363054;2024-02-01
170652;2024-02-01
272502;2021-03-03
146047;2018-03-14
211896;2019-09-03
154014;2017-11-03
82895;2024-02-01
192807;2024-02-01
340838;2022-03-12
37056;2020-09-01
993;2020-04-01
43231;2015-10-07
148585;2020-08-05
307790;2021-08-12
270819;2024-02-01
281689;2021-09-21
46957;2019-05-21
163806;2024-02-01
384039;2023-08-01
155706;2017-06-03
22668;2016-10-01
370023;2024-02-01
411729;2024-02-01
7714;2021-04-01
289118;2021-02-19
334704;2022-07-12
176975;2018-04-03
322882;2024-02-01
83367;2018-01-03
225858;2021-07-09
323381;2022-01-04
276625;2022-07-01
263791;2021-05-04
58560;2017-06-01
370324;2024-02-01
329200;2021-12-07
230922;2019-10-04
239135;2020-03-01
416426;2024-02-01
318625;2021-08-24
173055;2021-04-01
349432;2022-07-05
327057;2022-05-24
187343;2019-06-01
214646;2020-06-04
116491;2017-09-01
230242;2019-10-04
377254;2023-05-10
404344;2023-08-03
397553;2024-02-01
115243;2017-08-03
260865;2021-08-03
327850;2024-02-01
288120;2024-02-01
274544;2020-12-03
300956;2021-05-20
283667;2024-02-01
326904;2022-01-18
374220;2023-11-01
299866;2023-05-26
271898;2021-09-08
206655;2019-10-18
357987;2024-02-01
30978;2017-02-01
244191;2020-08-20
134768;2021-08-18
124107;2016-05-04
308273;2024-02-01
65939;2024-02-01
271218;2020-08-19
96199;2016-06-01
184655;2018-08-19
320652;2024-02-01
389288;2023-06-08
194924;2018-11-11
58188;2018-05-01
314287;2021-10-17
292019;2021-08-11
90010;2016-08-03
381285;2023-02-14
255719;2023-01-10
179429;2018-05-03
296081;2022-05-25
152118;2019-01-01
396814;2023-05-23
159445;2017-07-07
311324;2024-02-01
28948;2021-06-01
6932;2024-02-01
254426;2020-07-23
222179;2019-08-03
406520;2024-02-01
199730;2019-01-08
109348;2020-06-03
335288;2024-02-01
136396;2019-09-19
138196;2017-01-04
206198;2019-06-04
223701;2019-09-10
122036;2018-07-01
351758;2022-06-07
247024;2020-04-02
306399;2021-12-01
254388;2024-02-01
91164;2016-10-01
84189;2016-07-01
253411;2024-02-01
175539;2018-06-05
37443;2018-02-02
853;2016-01-03
400380;2024-02-01
371983;2024-02-01
103498;2016-02-04
252485;2020-05-05
243186;2020-09-19
83177;2016-05-07
388369;2023-06-17
8078;2024-02-01
113414;2016-05-07
300871;2022-09-08
134242;2016-10-04
246711;2020-05-05
89508;2021-12-09
299663;2021-05-25
136647;2024-02-01
6926;2020-05-01
178838;2018-03-06
383623;2023-04-05
17540;2024-02-01
328524;2024-02-01
139288;2017-03-03
260963;2020-06-03
419482;2024-02-01
212197;2024-02-01
168729;2023-06-01
370880;2024-02-01
387697;2023-09-01
393331;2024-02-01
251156;2022-11-08
277018;2024-02-01
155320;2018-08-01
39707;2017-02-11
139749;2024-02-01
63228;2017-12-01
358954;2023-12-01
40716;2024-02-01
77727;2024-02-01
273628;2021-03-01
255138;2020-09-18
396225;2024-02-01
243770;2020-02-04
238577;2021-01-01
41627;2023-06-01
146955;2018-04-05
251054;2021-10-06
80346;2016-03-01
242841;2021-03-04
358464;2023-08-01
64305;2017-01-03
86625;2018-11-15
58850;2019-07-19
117064;2024-02-01
411388;2024-02-01
256526;2024-02-01
356323;2022-09-20
358830;2024-02-01
317647;2023-01-22
54387;2018-11-01
399158;2024-02-01
318098;2024-02-01
174679;2024-02-01
244562;2024-02-01
275048;2020-08-18
61275;2018-02-01
172969;2019-04-09
321515;2023-02-01
137444;2024-02-01
202086;2020-09-01
248769;2022-01-04
312662;2022-09-01
22981;2024-02-01
309139;2023-07-19
378984;2024-02-01
199109;2024-02-01
367720;2024-02-01
237129;2024-02-01
108666;2021-09-03
139326;2017-04-08
77701;2016-11-01
226367;2024-02-01
132908;2023-04-01
340449;2023-01-01
12727;2024-02-01
37453;2024-02-01
369916;2023-08-03
213454;2019-04-02
20838;2016-02-18
330166;2023-02-01
128773;2019-10-15
230712;2019-11-24
88371;2024-02-01
348968;2023-08-17
19546;2015-11-03
384729;2023-06-07
336355;2022-10-18
348734;2024-02-01
421190;2024-02-01
332814;2022-05-01
216385;2023-08-03
421453;2024-02-01
318021;2024-02-01
165662;2018-06-07
153466;2018-09-01
80552;2024-02-01
42272;2016-05-01
78306;2022-04-01
114852;2016-10-01
134271;2021-05-28
167776;2024-02-01
46387;2017-07-12
302407;2024-02-01
1139;2024-02-01
129114;2016-11-03
127041;2017-03-03
258138;2024-02-01
122328;2016-05-03
1481;2016-10-01
115455;2024-02-01
372635;2024-02-01
51752;2016-07-21
80385;2018-02-01
182669;2019-01-01
346958;2024-02-01
392159;2024-02-01
73712;2021-04-06
103823;2018-05-16
330120;2024-02-01
276905;2021-04-14
103229;2015-11-10
86809;2017-03-15
182173;2019-07-01
393561;2024-02-01
306580;2024-02-01
422508;2024-02-01
262724;2021-07-03
86931;2016-07-13
172099;2018-12-01
273145;2024-02-01
43907;2024-02-01
169780;2018-04-03
99055;2023-07-01
169185;2022-02-23
233120;2021-07-06
343375;2024-02-01
283316;2021-06-01
225686;2021-12-01
101905;2024-02-01
215216;2024-02-01
201176;2018-12-01
298997;2023-02-01
346824;2024-02-01
342194;2022-08-03
184801;2024-02-01
414910;2024-02-01
239054;2020-02-07
295523;2021-04-20
178234;2019-02-12
160355;2018-12-01
312033;2023-10-01
202153;2021-09-01
126344;2016-08-15
129305;2018-01-02
343932;2022-08-03
155960;2019-02-07
210265;2019-02-20
357473;2023-08-01
134863;2017-09-19
166858;2022-01-01
59082;2016-11-01
215062;2020-12-15
1253;2018-09-01
171608;2017-12-20
109487;2017-11-14
143479;2017-12-01
144642;2018-06-01
89000;2016-07-01
406599;2023-10-10
7089;2020-11-01
227482;2020-12-01
251200;2021-06-15
272395;2024-02-01
366025;2022-12-15
71483;2021-04-13
409390;2024-02-01
88703;2016-08-01
171163;2019-06-01
1234;2017-01-01
162535;2017-08-13
378269;2024-02-01
291268;2021-10-13
210223;2024-02-01
21149;2015-10-09
339446;2024-02-01
378263;2024-02-01
324463;2024-02-01
327244;2022-03-22
153214;2019-04-10
248247;2023-05-09
361114;2022-10-21
379816;2024-02-01
414907;2024-02-01
148568;2019-09-05
34244;2017-07-01
307774;2022-12-08
415550;2024-02-01
50248;2024-02-01
259528;2020-07-09
357734;2024-02-01
247582;2024-02-01
390966;2024-02-01
396959;2024-02-01
388696;2024-02-01
152876;2017-08-05
345071;2024-02-01
13350;2024-02-01
286724;2021-10-28
317873;2024-02-01
74393;2024-02-01
152909;2021-11-03
200384;2024-02-01
269645;2021-06-15
182395;2018-05-23
279128;2024-02-01
246060;2022-01-01
124101;2017-04-01
248588;2022-05-12
131937;2016-07-13
28181;2018-06-07
53206;2024-02-01
206813;2019-05-21
309263;2023-04-02
360365;2023-03-04
94568;2017-09-07
22050;2016-05-08
194479;2018-11-25
364491;2024-02-01
398550;2024-02-01
290542;2022-02-11
383797;2024-02-01
240990;2023-02-02
229575;2023-08-01
111713;2016-12-09
14221;2024-02-01
52507;2017-05-04
362236;2022-10-18
312230;2024-02-01
407037;2024-02-01
359288;2024-02-01
355742;2022-12-01
378378;2024-02-01
76418;2016-05-03
289164;2021-04-22
243897;2020-02-20
220309;2022-06-01
265835;2021-04-01
244327;2021-09-01
222243;2023-05-01
239257;2023-03-01
80650;2016-12-01
107785;2017-01-18
329331;2022-01-20
153876;2024-02-01
170706;2019-06-01
334656;2022-02-15
170647;2021-03-01
240003;2024-02-01
110249;2017-10-01
369098;2023-11-03
67242;2024-02-01
9357;2024-02-01
203530;2024-02-01
185448;2018-09-01
117802;2019-01-01
56134;2024-02-01
125299;2019-11-01
123503;2021-07-01
332613;2022-12-01
24752;2016-04-08
264755;2020-07-21
19036;2022-12-01
9287;2024-02-01
234089;2021-06-01
278959;2021-02-02
60183;2024-02-01
37730;2024-02-01
170101;2018-10-01
300020;2022-01-01
395960;2024-02-01
94034;2018-06-14
407594;2024-02-01
265086;2024-02-01
277465;2021-06-03
151118;2024-02-01
231869;2024-02-01
340186;2024-02-01
400447;2024-02-01
301196;2022-01-05
233739;2020-12-03
240420;2021-12-10
373159;2024-02-01
316330;2022-02-09
21383;2024-02-01
296112;2021-12-04
338136;2022-11-03
336992;2023-08-01
37509;2017-12-12
274266;2020-12-01
409511;2024-02-01
304532;2022-07-06
312104;2021-10-05
1457;2021-11-13
141098;2022-01-01
59052;2024-02-01
345745;2023-08-22
17731;2018-10-01
251350;2020-12-01
176556;2019-07-12
163361;2018-12-01
3776;2024-02-01
338901;2022-05-26
174339;2024-02-01
207390;2019-09-11
273224;2020-10-06
46185;2016-06-01
360880;2022-10-12
218735;2019-06-04
156694;2020-12-08
191685;2023-07-01
226334;2024-02-01
121847;2016-10-01
327803;2024-02-01
255589;2020-08-12
231595;2019-09-17
291120;2021-04-01
105431;2017-01-04
92948;2024-02-01
143302;2018-12-05
96186;2015-12-19
155016;2017-11-04
134093;2023-01-01
381723;2023-04-09
220321;2020-06-01
328682;2022-04-07
325124;2022-02-15
15009;2024-02-01
136567;2016-12-18
84693;2016-10-11
75439;2018-01-02
326503;2022-09-01
212984;2021-02-01
393572;2024-02-01
242920;2024-02-01
225552;2021-06-22
207588;2019-10-15
290345;2021-10-14
221199;2019-07-17
120927;2016-06-03
274669;2021-12-01
358927;2023-01-17
47895;2022-02-01
123017;2024-02-01
126744;2019-02-13
328758;2023-01-01
132497;2019-02-01
98282;2016-02-13
13728;2018-01-01
384841;2023-10-11
175089;2019-08-03
394648;2024-02-01
250885;2020-07-18
308978;2022-10-04
126752;2017-11-01
362576;2024-02-01
306778;2021-10-05
105375;2021-02-02
301123;2024-02-01
146723;2022-06-01
234466;2024-02-01
163776;2024-02-01
46531;2016-03-09
267908;2020-07-17
254510;2020-06-18
84154;2018-09-05
259030;2021-01-01
56762;2015-10-04
39872;2016-11-01
294897;2021-09-21
108203;2016-02-02
286394;2022-08-01
218607;2019-10-08
112980;2016-03-17
254756;2024-02-01
329880;2024-02-01
349886;2024-02-01
152089;2019-01-01
276610;2021-08-13
337934;2022-12-16
50911;2019-08-01
374171;2023-06-01
416368;2024-02-01
187992;2024-02-01
26918;2016-04-08
327610;2021-11-16
345738;2023-04-01
229745;2022-06-01
296323;2024-02-01
385461;2023-06-20
15012;2021-04-06
59042;2024-02-01
112049;2016-08-01
43777;2024-02-01
266477;2020-08-05
130476;2016-09-02
131046;2019-03-14
124668;2024-02-01
272899;2022-05-01
57470;2016-11-03
206994;2019-04-07
383517;2024-02-01
381310;2024-02-01
297610;2023-03-01
195087;2019-06-04
270463;2020-12-16
357609;2023-02-03
253436;2023-03-25
165140;2021-07-01
372396;2023-07-13
295809;2021-12-21
270812;2024-02-01
201020;2018-12-04
371930;2023-04-04
321244;2024-02-01
189779;2024-02-01
143097;2021-04-21
88950;2024-02-01
408466;2024-02-01
164931;2017-12-01
19307;2016-01-05
215480;2022-07-15
211704;2020-10-01
148455;2019-11-05
94956;2016-06-08
159564;2018-05-18
315592;2022-08-01
100857;2024-02-01
29699;2019-05-03
90897;2016-11-01
128012;2017-07-01
231847;2024-02-01
272924;2021-07-03
345181;2023-07-01
152441;2020-07-09
26446;2024-02-01
165308;2017-09-13
334697;2022-03-15
211157;2019-06-04
36283;2022-04-01
23543;2016-06-14
198888;2024-02-01
353898;2022-09-03
95427;2016-04-01
123800;2022-05-03
316333;2024-02-01
355104;2022-11-03
216302;2020-07-01
309460;2023-04-20
397710;2023-11-07
417367;2024-02-01
179497;2018-04-03
338040;2024-02-01
367285;2023-01-05
176582;2018-05-04
414423;2023-11-04
253947;2024-02-01
422447;2024-02-01
14158;2019-03-01
31558;2016-02-05
144573;2021-09-01
296290;2021-09-02
10255;2018-07-04
343535;2022-09-02
31965;2019-01-09
96410;2022-12-01
351265;2022-07-08
33262;2024-02-01
406172;2023-08-03
214224;2024-02-01
295260;2024-02-01
28751;2017-03-01
292962;2021-04-08
185016;2019-02-20
284635;2021-04-01
396193;2024-02-01
343288;2022-11-01
171463;2019-08-01
253090;2020-10-06
243829;2020-06-03
116288;2018-12-07
96375;2015-11-21
215782;2019-11-09
308581;2022-09-08
388724;2024-02-01
258500;2021-10-08
78642;2024-02-01
386274;2024-02-01
44482;2024-02-01
313647;2022-01-01
225725;2019-09-10
82756;2019-03-05
304752;2024-02-01
367655;2024-02-01
243002;2024-02-01
38397;2020-11-06
163063;2018-05-03
258486;2020-11-06
23577;2017-07-04
267052;2020-10-06
344531;2024-02-01
259726;2021-03-01
308632;2024-02-01
265570;2024-02-01
174944;2023-06-16
363278;2024-02-01
385405;2023-04-05
198391;2024-02-01
305227;2021-10-12
308301;2022-05-01
88996;2016-02-01
222341;2019-07-10
276627;2020-11-03
340200;2024-02-01
276363;2021-06-18
256012;2020-11-05
398791;2023-10-12
184964;2019-05-17
95530;2021-03-01
225816;2024-02-01
383592;2023-04-04
300783;2021-08-03
94048;2017-11-01
300163;2024-02-01
43680;2017-05-01
331828;2022-05-19
64331;2019-04-01
157326;2018-03-23
209651;2019-02-01
779;2016-08-09
53447;2024-02-01
3563;2017-05-03
245583;2020-05-14
268829;2020-10-06
192081;2020-10-07
262684;2020-08-13
185005;2022-11-08
244375;2021-08-01
136573;2016-12-18
137421;2017-06-11
12801;2018-12-08
110727;2018-10-17
164210;2024-02-01
145821;2024-01-01
351601;2022-07-05
268458;2020-07-08
217634;2022-03-03
14193;2024-02-01
132817;2017-12-01
145758;2017-04-21
35064;2017-03-01
404928;2024-02-01
319651;2024-02-01
109174;2018-11-13
313013;2024-02-01
221272;2020-01-01
329317;2024-02-01
381577;2024-02-01
254011;2022-02-17
243953;2020-04-02
352709;2022-09-04
121875;2018-02-01
152835;2017-11-03
19157;2016-03-04
222587;2021-01-05
374170;2023-04-20
52343;2020-04-01
385864;2023-06-20
26443;2016-08-01
320554;2021-11-03
331725;2024-02-01
142739;2017-01-10
316379;2022-10-05
21271;2016-05-01
161954;2019-05-09
126368;2024-02-01
208892;2021-10-05
165946;2017-10-11
151431;2019-09-04
292907;2021-04-02
117020;2024-02-01
99000;2023-04-01
400880;2023-05-19
32624;2024-02-01
226204;2022-06-08
288964;2022-09-21
47620;2017-06-16
19787;2017-04-01
265019;2024-02-01
71698;2017-11-01
242140;2021-12-01
389734;2023-10-01
324280;2023-02-01
7956;2016-10-09
310138;2021-12-01
415764;2024-02-01
238575;2020-03-01
340265;2024-02-01
188965;2024-02-01
96492;2016-06-01
363350;2024-02-01
280874;2021-01-01
104515;2016-11-17
7180;2022-05-03
31385;2015-11-13
372037;2023-04-19
112742;2017-08-03
114575;2016-11-03
215165;2019-09-04
390800;2024-02-01
108374;2016-12-01
206261;2019-01-15
182789;2021-07-13
200893;2020-03-13
236371;2022-02-23
72878;2024-02-01
120319;2016-12-02
378935;2024-02-01
373813;2023-09-02
317258;2022-10-18
199037;2019-01-05
296586;2024-02-01
91892;2016-03-16
155114;2024-02-01
236228;2021-05-01
4128;2018-01-05
207337;2019-07-03
185999;2018-09-18
204832;2019-08-13
297205;2023-09-01
133568;2024-02-01
66451;2020-01-01
222364;2024-02-01
133242;2024-02-01
243930;2024-02-01
23393;2017-05-01
311979;2022-02-01
320911;2022-10-08
56933;2024-02-01
223869;2021-05-01
146523;2023-11-03
208259;2020-06-18
144935;2017-02-01
182683;2024-02-01
239443;2021-06-22
393156;2024-02-01
152548;2018-01-01
252730;2022-04-05
390276;2023-08-03
224553;2021-06-25
305878;2024-02-01
89924;2018-05-08
409391;2024-02-01
171391;2019-04-02
311103;2021-12-07
359654;2022-09-08
248991;2020-05-31
286434;2021-03-03
218106;2022-07-19
119271;2016-12-01
249429;2020-08-22
201476;2018-12-04
215550;2019-07-16
113036;2024-02-01
189937;2024-02-01
135786;2018-12-01
319985;2021-11-19
348070;2022-06-07
233871;2022-03-03
301370;2022-12-01
197296;2018-12-15
163222;2021-09-02
91114;2016-01-05
228807;2020-02-18
301603;2021-11-03
75061;2024-02-01
246371;2020-04-02
33719;2021-10-07
39456;2020-01-01
60768;2015-11-17
253184;2020-05-06
240094;2024-02-01
217026;2019-06-04
296501;2021-11-13
351652;2022-11-16
190258;2019-07-18
25990;2015-12-02
327678;2022-02-13
77334;2021-02-19
121515;2024-02-01
232586;2019-11-05
176836;2019-11-07
103313;2016-02-15
4728;2019-02-07
92014;2016-11-09
13962;2022-06-01
238773;2020-06-11
173622;2018-08-03
68093;2017-11-01
91674;2023-07-19
45565;2024-02-01
95107;2018-01-04
209665;2024-02-01
30627;2021-08-25
336955;2024-02-01
103093;2016-02-02
260762;2021-05-04
193616;2024-02-01
340451;2024-02-01
352594;2022-12-01
154572;2020-10-06
80267;2021-04-21
196588;2019-11-05
231175;2024-02-01
28622;2024-02-01
148565;2021-05-13
183083;2024-02-01
121519;2024-02-01
103899;2016-07-05
410018;2024-02-01
189827;2019-01-02
255117;2020-07-04
288861;2021-01-13
286155;2022-08-01
366760;2024-02-01
351122;2023-03-03
44124;2016-07-01
135464;2017-02-01
1212;2018-09-01
155367;2017-07-11
258506;2024-02-01
49237;2017-09-02
74081;2023-05-01
134164;2017-10-17
301889;2024-02-01
298636;2021-09-01
44029;2024-02-01
30963;2017-02-01
68604;2021-11-23
71797;2016-07-03
345593;2022-07-11
260225;2020-11-01
188612;2021-05-11
367227;2023-01-03
197780;2023-11-03
103739;2016-02-16
183259;2024-02-01
129830;2016-11-01
167144;2024-02-01
48757;2024-02-01
94928;2018-12-12
361848;2023-02-14
184142;2018-08-03
313876;2024-02-01
174449;2024-02-01
87080;2018-08-15
285194;2024-02-01
26279;2024-02-01
329277;2022-09-02
79041;2020-04-02
392815;2023-09-20
125437;2016-11-03
121045;2024-02-01
180617;2021-09-02
310972;2024-02-01
16900;2016-03-03
6256;2023-06-01
260359;2024-02-01
194987;2018-11-11
182896;2018-06-12
383798;2024-02-01
277539;2024-02-01
137466;2017-04-01
17948;2015-11-13
300858;2024-02-01
250777;2024-02-01
52268;2018-04-10
327738;2024-02-01
112872;2016-12-09
330179;2024-02-01
353080;2023-07-19
97801;2016-04-12
152549;2019-02-01
271460;2020-09-04
249452;2023-03-03
177783;2018-05-20
245921;2020-11-18
244197;2020-05-15
78214;2024-02-01
365389;2023-11-01
200353;2024-02-01
239385;2020-07-17
226891;2024-02-01
31324;2016-03-03
122379;2020-09-02
399839;2023-11-01
330574;2022-02-23
322035;2021-12-01
253968;2024-02-01
341401;2024-02-01
183055;2018-05-03
283711;2021-05-01
120478;2017-12-12
30774;2018-09-01
13285;2016-11-01
419380;2024-02-01
370702;2024-02-01
145926;2024-02-01
24125;2015-12-02
375391;2024-02-01
160879;2017-09-19
42782;2024-02-01
219113;2019-08-13
339313;2022-05-24
292317;2021-04-04
178705;2022-03-04
306639;2024-02-01
112706;2018-06-01
169271;2019-02-05
408320;2024-02-01
132669;2024-02-01
3886;2015-11-18
394289;2024-02-01
386269;2024-02-01
353715;2024-02-01
66699;2024-02-01
13385;2015-10-20
170775;2020-08-15
252983;2024-02-01
198272;2019-02-01
198826;2019-01-01
61519;2017-04-04
93476;2016-06-01
146296;2021-02-01
359707;2024-02-01
391010;2023-10-04
91555;2024-02-01
47525;2024-02-01
179689;2018-06-17
418982;2024-02-01
339731;2023-06-22
101753;2018-04-01
200613;2018-11-20
126849;2017-07-01
280174;2021-10-05
244221;2023-01-01
411981;2024-02-01
110923;2017-03-03
170630;2019-04-02
136632;2017-04-04
18652;2017-10-01
311941;2022-07-15
292402;2021-05-16
384869;2023-04-05
114145;2016-03-19
35623;2024-02-01
191260;2024-02-01
292794;2024-02-01
72772;2019-06-01
400558;2024-02-01
107857;2020-09-01
234415;2020-01-05
227596;2022-09-21
410243;2023-09-02
143405;2017-04-19
59910;2016-11-01
290134;2022-02-01
245330;2022-05-01
241327;2023-01-18
351551;2022-07-06
361238;2024-02-01
66036;2017-11-01
65579;2017-02-01
226623;2021-08-03
91616;2016-06-01
363976;2024-02-01
6717;2021-08-01
4635;2024-02-01
87568;2024-02-01
320009;2023-04-19
393981;2024-02-01
151704;2024-02-01
65759;2015-12-04
307857;2021-09-21
342205;2022-06-17
404109;2023-11-03
183245;2019-07-01
121469;2019-06-01
158956;2017-08-08
171469;2018-08-01
116274;2016-09-01
63190;2016-05-01
1305;2022-04-02
123827;2020-12-22
327628;2022-02-13
207572;2024-02-01
390578;2023-09-12
112057;2020-07-03
108759;2016-02-02
38127;2020-12-01
346482;2023-07-01
206231;2020-04-01
197179;2018-12-02
343913;2022-07-01
137419;2017-09-22
94067;2016-08-20
41371;2024-02-01
43568;2016-06-15
155492;2020-09-04
178304;2018-07-07
20293;2024-02-01
302848;2022-06-22
407116;2024-02-01
36848;2016-06-10
5207;2017-01-01
408780;2023-09-02
315648;2022-02-01
191125;2019-07-05
119263;2017-09-12
24652;2016-03-11
192808;2024-02-01
262723;2024-02-01
116569;2024-02-01
205474;2023-05-09
340369;2023-08-05
121772;2016-05-10
311438;2021-08-10
79330;2022-06-01
65859;2017-07-04
107516;2016-02-29
95313;2021-10-01
388409;2023-04-02
303133;2024-02-01
336957;2024-02-01
422230;2024-02-01
364442;2022-10-05
242925;2020-08-05
121826;2024-02-01
258966;2022-08-01
317022;2024-02-01
9499;2024-02-01
5563;2015-11-03
416054;2024-02-01
124504;2024-02-01
73819;2024-02-01
396386;2024-02-01
40571;2018-03-08
372404;2023-10-10
49902;2019-03-19
260858;2024-02-01
304001;2024-02-01
144507;2024-02-01
123378;2018-08-01
265982;2022-04-22
370842;2023-06-20
17626;2017-12-01
301201;2021-06-03
66473;2024-02-01
38466;2016-01-15
292947;2022-02-03
310045;2022-01-08
122469;2024-02-01
196777;2019-11-07
257539;2020-11-17
145661;2017-04-19
256;2024-02-01
357420;2022-10-04
157751;2019-06-04
393378;2023-07-13
161005;2024-02-01
330098;2024-02-01
333817;2022-12-01
342203;2022-12-06
7233;2017-12-14
237274;2020-09-18
173715;2024-02-01
364247;2024-02-01
210823;2020-06-10
105407;2017-12-01
351238;2022-07-11
47990;2015-10-08
50771;2024-02-01
229457;2021-03-12
103437;2019-01-11
248713;2022-04-01
