nIdPessoa;data_referencia
197871;2021-02-11
161323;2017-08-15
277221;2021-04-02
350337;2023-07-07
252298;2022-05-19
293074;2021-04-02
243310;2021-09-02
299962;2021-06-04
227208;2021-07-24
164716;2017-11-03
242026;2020-09-08
242745;2020-06-03
171822;2023-11-03
303638;2021-06-17
171513;2019-05-21
273981;2021-11-09
147361;2018-02-09
133800;2018-11-20
336263;2022-05-03
382608;2023-03-03
134459;2016-11-11
5571;2016-09-07
70585;2021-04-03
262060;2021-07-13
96444;2021-04-07
346880;2022-07-08
198268;2019-01-09
103490;2016-03-03
203295;2020-01-02
62923;2015-12-03
274653;2020-10-21
396248;2023-05-17
388029;2023-04-07
259641;2020-06-03
297029;2021-10-15
293489;2021-05-25
344887;2022-10-05
357544;2023-06-03
300979;2021-04-17
202966;2021-09-02
290214;2021-11-16
82620;2023-06-16
205324;2019-01-01
345692;2022-05-05
99406;2022-05-03
115535;2016-08-13
149312;2017-06-06
386953;2023-09-12
383807;2023-04-15
16863;2016-12-08
44558;2017-12-01
369004;2022-11-03
152135;2017-10-04
27590;2017-04-04
337537;2022-03-15
352085;2022-06-15
404841;2023-08-08
331064;2022-07-19
240793;2021-10-13
357040;2022-09-14
371456;2023-08-03
88967;2020-02-12
143385;2019-02-01
8373;2016-02-09
400932;2023-05-19
48103;2016-02-02
141330;2017-12-01
313861;2023-02-01
331939;2023-02-01
71303;2018-07-10
201089;2021-08-20
260838;2021-02-02
24066;2017-02-07
383961;2023-05-03
195696;2019-03-06
111911;2016-01-19
90149;2021-07-15
282092;2021-01-31
92163;2016-03-16
371939;2023-01-04
66181;2017-01-05
247638;2020-10-10
345213;2022-07-14
248103;2020-09-08
272549;2021-01-08
174709;2018-04-08
246629;2021-08-06
216512;2020-05-06
221623;2020-05-19
128590;2018-07-06
157236;2019-05-08
296171;2021-09-02
367592;2023-03-03
167093;2017-12-16
135448;2017-08-08
246049;2020-04-22
90050;2023-09-12
276943;2020-11-03
98287;2017-03-07
82340;2020-11-06
183685;2018-09-19
245933;2020-08-06
118816;2019-02-05
323283;2022-03-26
316963;2021-10-03
323012;2022-01-04
269622;2021-11-03
399143;2023-08-23
200342;2019-06-07
258849;2021-01-01
309630;2021-09-18
11393;2017-01-12
351673;2023-09-20
211950;2019-05-05
279782;2020-12-01
387652;2023-08-09
405764;2023-10-08
264899;2020-09-05
277188;2021-02-02
290436;2021-04-02
308805;2021-09-02
186359;2019-12-03
226535;2021-10-26
34298;2015-10-16
156015;2017-05-16
208472;2020-08-05
126005;2017-04-27
386458;2023-02-14
227188;2020-08-21
386781;2023-04-14
153415;2022-02-01
105440;2015-12-02
159343;2017-09-02
10997;2018-03-13
240056;2020-06-04
335989;2023-04-14
152427;2019-01-01
260427;2022-07-05
178777;2020-04-18
113091;2022-03-03
142656;2019-09-10
385524;2023-10-11
236189;2020-06-05
135949;2018-08-03
362029;2022-09-13
261004;2020-06-24
164019;2019-08-22
320344;2023-09-02
244147;2020-09-02
276064;2022-04-02
182027;2018-05-22
137293;2021-08-07
154431;2021-03-17
25244;2016-07-12
331381;2022-09-10
323982;2023-01-03
97143;2016-07-15
375630;2023-03-17
232276;2020-05-05
252274;2021-04-06
25278;2016-03-12
143305;2018-10-17
298389;2021-04-03
222383;2020-05-12
256609;2021-03-16
144823;2017-11-09
106970;2016-03-14
118955;2016-05-03
189314;2019-03-05
38522;2016-05-11
303670;2021-08-26
205965;2019-04-02
336606;2022-11-10
69539;2017-08-10
195971;2019-06-04
209731;2020-03-11
37314;2016-09-09
261946;2020-05-14
201420;2021-07-15
289779;2022-10-05
15850;2017-01-04
343916;2022-06-03
358626;2023-07-22
367715;2022-12-01
176815;2019-03-20
277566;2021-08-05
224646;2020-10-22
321723;2023-06-06
222968;2020-08-12
164361;2018-02-01
312122;2021-09-24
359547;2022-08-03
228736;2020-06-16
390871;2023-05-18
359329;2022-10-05
123571;2017-01-05
161476;2021-03-03
146948;2019-08-20
348102;2022-12-01
211835;2021-04-13
58976;2016-10-15
120082;2016-07-15
317427;2021-10-13
360152;2022-11-11
19742;2017-02-01
385763;2023-03-03
138208;2016-11-05
310617;2021-08-12
4691;2018-09-04
60856;2021-06-18
311374;2023-05-16
270085;2021-04-06
313855;2021-09-07
220855;2022-02-11
82789;2018-12-11
166711;2017-11-30
85014;2017-02-04
388189;2023-08-23
223405;2019-07-19
295353;2021-10-12
266032;2020-08-05
342463;2023-05-10
344060;2022-12-01
309414;2023-08-08
309901;2023-03-03
164254;2018-02-23
7401;2018-08-22
343404;2022-11-03
129486;2017-05-04
63906;2018-12-15
350274;2022-06-03
291571;2021-02-09
189428;2018-09-06
321283;2021-12-03
126526;2017-01-03
227358;2019-11-08
55895;2019-05-15
175076;2018-07-03
135932;2018-09-04
411930;2023-09-20
51616;2017-06-14
74209;2015-11-04
398591;2023-09-12
196689;2018-12-18
136727;2016-11-10
385414;2023-05-03
221485;2019-08-04
375287;2023-03-21
313468;2022-01-01
108144;2016-11-03
69320;2016-01-16
156255;2018-11-03
50028;2020-08-05
210530;2019-03-16
270485;2020-10-06
235981;2023-09-09
372530;2023-06-06
407120;2023-08-09
398519;2023-08-09
227403;2019-08-10
335922;2022-04-10
203887;2018-12-04
344932;2022-06-09
293851;2022-10-13
266587;2021-03-09
305110;2021-07-06
240063;2020-05-12
357954;2023-02-10
101747;2016-02-01
192045;2018-07-06
291062;2022-11-16
12050;2016-01-12
78870;2018-04-17
323992;2021-11-16
245676;2021-04-16
225027;2023-06-10
270181;2022-05-03
361349;2023-04-22
101102;2017-10-04
256748;2021-10-22
238114;2020-06-10
112576;2016-06-03
344074;2022-03-08
323194;2021-12-21
138727;2017-10-21
102858;2019-06-27
122678;2020-04-07
285149;2023-02-01
37635;2016-12-09
222064;2019-07-03
251795;2023-06-17
101588;2017-12-01
220967;2021-01-01
350017;2023-08-23
74066;2015-11-04
351827;2023-03-03
246627;2021-12-16
107523;2016-08-06
348493;2023-05-04
173147;2019-08-03
403191;2023-10-11
303201;2023-02-21
153104;2018-08-11
62778;2020-06-12
90006;2016-09-21
23411;2016-04-08
101231;2018-05-16
305605;2022-11-04
270052;2022-10-04
272741;2021-07-17
365419;2023-01-10
159960;2018-02-16
64316;2017-08-03
65164;2019-02-19
224772;2022-02-11
268941;2021-09-23
228011;2022-08-03
284275;2021-07-07
379157;2023-01-17
105863;2021-02-02
215476;2020-06-03
153523;2022-08-12
101627;2016-08-16
159361;2017-11-10
166847;2019-05-16
13193;2015-12-08
348115;2022-09-13
111977;2016-04-12
315773;2022-06-11
329768;2022-04-12
39199;2016-12-08
30524;2015-10-15
368598;2022-11-07
108197;2016-05-03
32796;2015-11-05
134245;2021-08-06
354963;2023-06-03
155972;2019-07-11
165680;2020-01-17
321652;2021-11-05
47103;2015-10-20
90247;2016-12-07
150772;2021-05-13
345227;2022-07-03
5321;2016-09-10
355571;2022-12-14
367415;2023-03-03
3571;2017-03-16
133761;2016-11-16
355225;2022-09-02
23248;2023-06-08
243985;2020-02-07
225391;2020-07-08
97081;2017-02-01
160420;2017-12-15
95639;2019-01-09
81767;2015-10-17
50046;2015-11-03
106617;2023-08-03
36852;2017-09-12
228004;2020-07-07
278088;2022-05-17
105535;2018-02-14
301055;2022-07-12
23982;2020-11-03
172139;2018-02-07
189889;2019-08-09
50921;2016-04-07
82350;2015-12-07
407903;2023-07-21
187242;2019-10-19
267273;2020-08-13
110476;2016-02-09
385209;2023-10-04
163169;2017-09-07
38590;2017-12-14
418889;2023-11-03
381202;2023-10-24
362950;2022-09-02
43428;2015-10-22
330761;2022-10-14
406107;2023-07-18
148194;2017-09-19
136468;2017-08-16
206743;2021-08-05
193946;2022-02-01
63921;2015-11-05
300116;2021-10-12
151570;2022-01-01
266597;2021-07-03
299637;2023-10-20
303337;2022-01-11
380594;2023-05-10
118530;2017-03-03
136261;2017-08-11
129199;2017-04-05
204385;2021-02-04
121630;2016-11-03
165813;2017-12-18
367450;2023-02-17
2539;2017-04-14
111663;2018-02-13
53954;2018-05-15
326733;2022-02-08
300761;2021-05-28
223309;2022-02-03
289309;2023-02-08
285971;2021-03-24
152790;2017-06-14
386788;2023-05-04
397385;2023-07-21
43676;2017-03-03
350191;2022-11-17
331905;2022-02-01
95320;2020-03-08
183600;2022-05-21
348443;2023-04-05
401432;2023-08-15
338854;2023-03-21
7284;2015-12-10
283841;2022-02-01
100056;2017-04-06
89857;2015-10-15
372480;2022-12-01
174653;2021-11-03
375118;2023-03-07
363328;2023-10-04
268823;2022-05-03
150223;2020-04-22
377696;2023-02-15
78407;2019-03-13
391654;2023-08-03
57318;2016-09-02
248105;2020-05-12
132170;2017-02-03
299920;2021-12-23
244425;2022-11-12
28969;2021-05-14
176570;2019-06-04
204229;2019-05-03
98111;2016-06-10
91478;2018-09-04
11914;2017-12-12
212681;2020-11-14
290536;2021-02-17
166037;2018-09-06
258477;2020-11-04
235309;2021-03-13
145118;2017-07-04
144021;2018-08-16
75307;2019-04-10
372481;2023-04-04
287647;2020-12-02
45134;2016-06-03
56360;2016-08-03
213593;2023-01-10
227030;2021-03-03
143162;2017-06-03
329789;2022-05-04
391513;2023-05-23
148180;2021-03-03
363638;2022-12-20
15424;2016-02-19
325704;2023-10-10
34412;2019-08-06
270318;2020-08-05
254088;2020-06-11
204877;2019-12-03
366038;2023-07-07
142529;2017-05-03
233396;2019-11-13
289750;2021-02-26
242416;2020-02-04
24067;2016-10-05
201910;2019-08-10
243167;2021-05-05
196762;2019-01-01
266491;2020-07-17
59868;2018-03-03
265269;2021-03-11
150164;2017-12-01
63515;2016-02-03
376067;2023-06-07
14477;2017-03-04
122471;2020-03-11
37839;2019-09-11
198569;2018-11-06
161736;2018-02-01
731;2015-12-16
262085;2020-06-19
371772;2022-12-17
181756;2019-05-09
374082;2023-01-20
378477;2023-05-25
328874;2022-03-15
32886;2017-02-09
302170;2023-05-16
93090;2016-10-14
318612;2022-03-03
275624;2022-05-03
285775;2022-12-06
288570;2021-04-02
121769;2017-02-07
150086;2017-04-25
391871;2023-05-16
279381;2021-09-04
278809;2022-11-03
266800;2020-06-12
175590;2018-05-15
210184;2019-04-24
219972;2021-08-03
337929;2022-12-15
355945;2023-05-09
12147;2022-08-18
94535;2016-03-03
101580;2019-07-05
381741;2023-05-11
269520;2021-02-02
347066;2023-04-04
4994;2018-07-03
84688;2017-05-16
171633;2018-02-04
186142;2020-07-03
195163;2019-12-12
231590;2019-12-18
296;2016-07-20
267171;2020-10-17
241266;2020-01-02
238589;2022-07-05
362229;2022-12-01
89488;2016-04-05
252452;2020-04-02
112725;2016-02-12
313499;2022-12-20
130207;2018-02-07
25138;2016-06-03
247828;2021-11-10
167789;2020-05-03
135085;2016-10-19
355746;2023-03-03
148926;2017-10-11
369086;2023-01-03
188016;2018-07-25
306504;2021-09-02
63005;2015-10-10
286190;2021-12-09
306535;2022-10-14
296868;2021-09-04
111235;2016-04-05
121169;2017-06-16
125586;2017-10-14
156885;2023-05-10
287627;2022-03-03
111007;2019-01-08
223677;2020-09-09
156866;2017-06-22
177612;2020-11-14
382725;2023-03-03
303324;2021-07-24
266460;2020-11-03
132599;2017-01-13
202571;2022-12-13
152755;2018-03-06
138632;2017-10-12
83351;2022-04-02
168227;2019-03-05
241637;2020-02-20
349785;2023-10-04
336306;2022-08-03
44107;2018-01-02
48436;2020-09-02
42442;2016-04-05
266598;2021-09-03
227035;2019-11-05
174489;2018-11-08
93266;2016-03-03
172696;2018-07-19
153684;2018-06-05
64919;2017-01-18
253778;2020-07-03
289448;2021-02-16
108268;2018-12-01
115606;2017-03-26
24926;2016-02-12
156668;2019-07-19
201097;2019-01-01
286176;2022-02-11
357769;2023-08-15
396509;2023-06-07
306986;2021-08-08
329366;2022-11-09
132566;2016-10-19
198337;2018-12-01
226694;2019-08-16
253710;2020-07-21
136502;2019-11-06
134482;2016-10-06
340738;2022-11-03
273147;2020-09-18
174321;2019-12-17
118515;2018-05-05
128130;2018-02-13
362130;2022-11-03
139265;2016-11-22
96887;2018-07-10
378568;2023-08-03
129739;2016-09-19
177349;2019-03-06
165125;2019-05-04
169694;2020-03-03
17552;2022-12-10
261569;2021-04-06
379569;2023-02-01
255688;2023-10-19
332783;2022-01-11
79436;2022-12-22
323363;2021-11-13
238155;2020-01-02
342282;2022-05-17
150355;2017-12-20
339495;2023-02-03
369364;2022-12-03
274551;2023-05-16
364797;2022-12-06
133260;2019-05-07
235395;2020-04-07
3822;2016-03-03
93455;2016-01-06
224926;2020-12-19
109970;2016-10-04
320709;2021-09-17
267631;2020-10-18
145236;2017-07-04
180422;2018-06-07
339103;2023-10-04
173553;2018-03-14
147885;2018-04-21
111767;2016-05-10
301601;2023-09-12
141561;2017-03-03
227130;2019-08-03
274529;2020-09-18
182763;2022-10-19
197050;2018-11-10
256535;2020-04-10
374739;2023-01-10
37932;2016-02-03
314018;2022-02-16
354664;2023-01-14
104229;2015-12-20
278599;2021-08-10
158915;2018-10-10
114551;2018-02-17
212417;2020-04-16
249412;2020-04-15
226488;2019-09-03
125681;2019-10-04
279539;2020-11-12
76477;2015-10-16
154777;2017-08-03
6502;2017-04-15
193034;2020-01-21
193469;2018-11-07
212201;2020-09-09
292388;2022-03-05
162550;2022-03-08
275339;2021-10-09
362119;2023-01-06
124025;2016-11-11
183460;2018-10-04
394185;2023-06-23
241463;2021-11-04
102709;2016-09-09
297924;2021-05-04
177719;2018-06-12
122930;2017-06-03
326034;2022-04-02
356232;2022-08-18
235179;2021-02-03
132705;2016-12-01
18578;2015-10-07
1141;2016-04-02
359062;2022-12-10
180673;2022-11-03
397055;2023-10-07
237469;2020-02-16
246985;2020-10-17
129563;2016-07-05
396028;2023-08-03
164002;2018-01-03
309688;2021-10-20
98647;2017-07-04
26381;2017-06-13
237;2017-07-11
131774;2016-07-19
311683;2022-06-03
304603;2021-06-10
123511;2018-02-16
177690;2021-09-11
289200;2021-03-06
87699;2016-12-01
246698;2020-05-08
415407;2023-10-17
331101;2023-05-03
153334;2022-12-01
253770;2020-09-18
109498;2016-06-14
407747;2023-07-18
134665;2017-05-03
389306;2023-04-04
382398;2023-03-11
245684;2021-07-23
256432;2020-12-09
223602;2020-07-09
195097;2019-07-20
110822;2016-11-03
66617;2017-03-16
59577;2023-07-21
383436;2023-07-11
188087;2019-07-19
159345;2017-12-20
301843;2021-05-25
283904;2023-11-03
100874;2018-05-09
262071;2021-07-03
368476;2023-10-13
187803;2018-07-10
209816;2021-07-03
87887;2016-05-07
261488;2020-10-13
255165;2021-11-03
256970;2021-10-05
104021;2016-09-20
145477;2017-05-26
339128;2022-03-15
166514;2020-06-18
335452;2022-04-07
112499;2018-02-01
234744;2019-11-20
310838;2023-06-08
291308;2021-08-03
236290;2021-08-10
112643;2019-02-01
296764;2021-04-07
52917;2017-06-08
244910;2020-05-05
338632;2022-04-12
183557;2018-12-06
384320;2023-11-03
299135;2021-04-02
168491;2019-03-05
94633;2020-10-06
223209;2020-12-15
74283;2018-08-07
192683;2018-08-08
368247;2023-04-04
211897;2019-04-13
331780;2022-02-23
264285;2023-02-14
222611;2020-06-18
410161;2023-11-03
334364;2023-10-10
175055;2020-05-16
188585;2018-07-12
262955;2020-11-07
374494;2023-01-03
33672;2016-10-26
269262;2022-02-15
293189;2021-04-13
362293;2023-08-03
169603;2018-10-28
183898;2018-08-03
193710;2018-09-18
299709;2021-06-15
205212;2019-11-05
273807;2021-12-01
374340;2023-04-06
83528;2015-10-15
137026;2017-07-18
326246;2022-07-19
376770;2023-06-03
242747;2020-03-07
394004;2023-05-03
413236;2023-09-20
121599;2019-05-14
214124;2021-07-03
79847;2021-06-22
209851;2022-09-22
275885;2022-02-05
236435;2020-02-16
266344;2020-08-07
224338;2020-06-04
285749;2021-01-01
229115;2022-02-11
159430;2017-09-19
238275;2021-05-06
362406;2022-10-05
311034;2021-10-24
149763;2017-10-12
185629;2018-07-05
86487;2016-10-04
336052;2022-10-07
16281;2017-10-04
123942;2017-10-13
140799;2017-02-15
202303;2020-08-06
188485;2018-09-08
131845;2017-02-03
284357;2020-12-12
287903;2021-02-05
246010;2020-04-17
60520;2016-11-03
202334;2019-12-10
168534;2018-06-06
147369;2019-03-05
175454;2018-10-12
114462;2016-05-21
337742;2022-07-03
384363;2023-04-18
261873;2020-12-01
206270;2019-01-01
336679;2022-02-03
112829;2017-03-16
110714;2017-10-04
259894;2021-10-13
283422;2021-05-21
10581;2019-12-03
135102;2020-02-19
236919;2020-01-02
407581;2023-09-02
313990;2022-04-02
63785;2015-12-02
169801;2018-10-09
56811;2016-04-15
231110;2021-09-07
397825;2023-08-03
240622;2020-01-02
33854;2019-05-17
271080;2022-02-19
154207;2017-11-14
297187;2021-09-08
186338;2018-08-07
388997;2023-07-04
219170;2019-06-22
337814;2022-04-14
281424;2021-05-04
330387;2022-07-05
160267;2019-06-13
364548;2023-07-18
352515;2022-12-13
390224;2023-04-05
270531;2020-10-13
40404;2022-05-18
140963;2018-06-15
352282;2022-08-23
296874;2021-10-26
343221;2022-10-05
79530;2016-02-19
161553;2017-10-04
325051;2022-02-04
50770;2017-12-09
153111;2020-02-05
49773;2017-05-13
351029;2023-06-14
151595;2017-08-03
91675;2016-01-13
220172;2019-08-06
67397;2015-11-10
346319;2023-06-03
116279;2016-04-02
152767;2017-05-18
205662;2019-03-05
109992;2016-04-02
328358;2022-07-19
44465;2021-12-01
144407;2017-10-17
267744;2020-09-10
251441;2020-11-03
282236;2021-07-21
279305;2021-10-12
376512;2023-02-11
108826;2016-09-21
378257;2023-07-21
381486;2023-08-03
192043;2018-08-03
350538;2022-06-03
296450;2021-12-01
341773;2023-09-02
344781;2023-01-06
300925;2021-07-18
100856;2017-05-03
161034;2018-03-22
173116;2018-11-13
393165;2023-09-05
79485;2016-11-18
152204;2019-06-11
215844;2020-06-10
280281;2020-11-03
177970;2018-10-10
109170;2016-02-02
312620;2022-01-01
36067;2021-07-03
187517;2018-09-02
350380;2022-11-03
322473;2022-08-03
315862;2021-09-17
193137;2020-10-09
201389;2019-02-03
86888;2019-05-11
172677;2019-06-04
78627;2016-06-11
174081;2018-02-16
227213;2021-09-18
333182;2022-02-09
205320;2019-03-03
194482;2023-09-20
358135;2023-03-07
324200;2022-05-03
362696;2022-09-06
274371;2022-07-05
67215;2017-10-10
277722;2021-10-07
251599;2020-09-02
193261;2020-07-15
332994;2022-09-20
182591;2020-06-10
238840;2020-10-06
153042;2017-07-19
217940;2019-06-14
355073;2022-09-02
328760;2023-05-03
93697;2017-05-12
276072;2022-02-23
31434;2017-04-08
175871;2020-12-01
247963;2020-05-15
255966;2021-04-02
380574;2023-04-21
163109;2017-11-15
45064;2020-02-04
132377;2017-04-19
396017;2023-06-06
199756;2021-12-04
257951;2021-04-07
295439;2022-07-19
295319;2021-07-15
248735;2021-02-20
247465;2020-10-13
286192;2021-02-28
397507;2023-06-06
10275;2018-08-08
146260;2018-10-04
200293;2019-07-04
219229;2019-05-21
342103;2022-10-25
196992;2021-03-03
255983;2021-10-05
156688;2017-07-21
74289;2016-02-02
103509;2015-11-13
281389;2023-02-01
177668;2018-05-22
264954;2022-10-11
182672;2020-01-08
191582;2019-02-16
101594;2016-07-16
58471;2015-11-13
182283;2018-07-08
126511;2016-12-10
213338;2021-02-02
150064;2019-01-04
160283;2017-10-12
136638;2023-09-09
249876;2021-02-11
161190;2017-08-03
39317;2019-09-04
108204;2016-05-03
211810;2019-05-03
254467;2020-07-05
141873;2017-07-20
80612;2019-07-18
37037;2017-10-18
322537;2021-11-23
209013;2019-09-03
41368;2016-04-07
225349;2021-02-02
30223;2016-01-14
375443;2023-04-18
394996;2023-05-18
265808;2020-09-11
347070;2022-09-02
285392;2023-01-06
349205;2022-10-07
272237;2022-04-22
128319;2017-08-08
336083;2022-06-03
387875;2023-09-12
280106;2021-08-03
163684;2019-06-20
383714;2023-02-07
195475;2018-11-11
132430;2017-02-11
399554;2023-06-03
16392;2016-03-18
223278;2019-11-19
71235;2017-09-02
231122;2020-05-05
106852;2017-12-07
381390;2023-02-07
27794;2018-01-13
233086;2022-12-20
76403;2016-02-12
121896;2017-09-02
200240;2020-01-02
322201;2022-11-08
338343;2022-09-14
24306;2020-02-08
278829;2021-02-17
168705;2018-01-14
329508;2022-03-03
273297;2020-08-13
228499;2023-02-07
116266;2018-04-10
148667;2017-05-09
262342;2020-06-16
80572;2015-11-14
772;2017-06-14
66231;2017-12-14
148136;2019-01-01
364118;2022-12-01
123622;2018-03-07
299580;2021-03-23
143389;2017-03-07
144792;2017-07-04
37033;2016-07-06
77396;2016-02-02
401953;2023-09-08
107840;2016-12-14
158745;2020-07-22
223657;2019-07-05
174708;2018-06-05
268115;2021-07-03
247517;2021-12-01
364055;2023-09-07
124772;2023-02-03
357943;2022-10-11
291259;2021-02-02
142846;2018-09-04
14725;2016-02-12
392407;2023-09-02
37201;2016-02-13
387226;2023-06-16
229657;2019-09-03
370575;2023-01-17
158174;2017-07-04
270649;2020-10-21
53786;2015-10-25
182379;2018-07-15
83848;2016-03-05
236097;2021-01-13
213326;2019-12-04
32704;2016-06-15
50841;2016-01-13
76734;2016-11-16
94228;2019-05-14
224896;2020-03-04
316503;2021-10-12
290027;2021-04-02
200996;2020-10-06
88435;2018-03-15
260714;2020-08-05
378609;2023-01-17
315104;2021-11-19
43359;2023-07-05
313399;2022-04-02
180295;2018-08-24
209497;2020-07-03
358809;2022-09-20
316988;2022-04-07
149189;2019-03-20
146984;2019-04-04
311305;2021-10-17
229645;2019-12-17
116227;2017-11-17
53363;2015-10-26
251021;2022-07-23
38356;2018-08-07
168022;2018-01-02
394139;2023-06-22
159284;2017-11-03
79217;2023-06-07
354191;2023-06-03
11124;2018-09-06
250825;2022-05-03
269770;2020-09-08
159531;2018-01-03
175241;2019-02-06
292929;2021-06-10
290299;2021-06-03
119638;2016-04-08
43705;2018-04-10
341665;2022-07-26
270878;2022-02-22
191291;2018-08-07
205201;2019-06-05
115125;2017-11-03
10194;2017-06-07
98446;2016-09-08
84627;2016-02-18
138064;2016-10-12
151592;2020-05-15
232174;2020-10-06
108705;2020-02-11
233009;2020-05-05
354882;2023-05-17
308291;2021-12-16
314953;2022-06-03
237544;2020-03-10
311071;2022-01-14
274088;2020-12-02
407665;2023-09-12
48206;2018-05-04
357377;2023-05-25
323655;2022-01-09
104563;2016-10-14
394920;2023-08-15
186009;2021-12-08
150624;2021-05-20
161019;2017-12-30
261952;2020-11-14
256712;2021-06-10
291840;2021-08-18
198445;2019-01-11
327758;2022-01-14
166552;2018-04-10
253689;2020-10-06
160092;2018-01-03
287114;2023-05-03
171831;2017-12-07
292928;2021-12-18
373802;2023-05-12
258031;2022-05-03
61983;2022-06-14
398152;2023-08-03
16919;2019-05-15
327766;2021-11-13
293236;2021-07-27
23821;2016-10-12
168787;2017-12-01
84707;2015-10-22
326581;2022-03-04
207933;2019-09-03
6831;2023-03-03
383527;2023-02-21
324243;2022-04-06
317477;2022-12-13
341806;2022-06-03
311883;2023-10-12
280299;2023-09-06
229235;2021-08-21
56222;2018-03-14
84886;2016-03-08
123364;2016-10-14
102382;2022-08-19
49584;2023-03-03
225999;2021-08-19
302690;2021-08-03
229324;2022-02-08
261603;2022-12-01
176087;2019-10-04
119378;2020-12-01
260920;2020-08-16
97351;2021-04-27
175233;2018-04-11
299604;2022-12-01
175645;2018-12-13
193423;2020-12-15
309629;2023-07-18
210029;2020-10-20
100259;2017-02-14
305292;2021-12-17
314628;2021-12-07
261979;2020-12-01
121338;2020-09-05
48988;2018-06-14
191063;2018-11-09
199441;2019-08-03
6558;2016-12-13
173835;2020-10-22
158618;2018-11-03
191484;2019-06-20
106293;2018-01-06
102322;2015-12-02
344084;2022-06-03
150647;2018-08-03
177228;2021-05-04
354997;2023-06-06
237735;2020-10-06
351446;2022-06-17
226956;2019-08-03
310697;2021-11-03
232732;2019-09-19
135815;2020-05-25
347700;2022-10-25
62630;2018-03-03
283814;2021-02-10
341059;2022-05-14
212745;2019-10-04
51124;2016-01-07
378585;2023-02-07
287897;2021-06-03
342363;2022-05-10
316720;2021-10-09
253100;2020-07-21
333170;2022-07-05
159829;2017-10-15
281660;2022-02-01
161989;2021-11-07
312099;2021-11-06
234949;2021-02-11
305810;2022-04-22
401584;2023-08-03
156557;2017-08-03
322822;2022-11-06
51981;2019-03-05
167668;2018-09-04
261950;2020-07-11
9226;2023-02-08
363755;2022-12-04
265363;2021-07-13
130795;2017-02-01
129592;2016-10-14
260523;2020-06-12
159939;2019-04-04
338085;2022-06-21
247564;2020-12-19
374915;2023-02-03
252713;2020-04-08
380635;2023-03-15
218241;2019-08-03
157764;2023-07-13
296717;2021-04-15
96077;2016-05-03
162471;2021-01-06
119073;2016-09-06
187788;2018-10-16
180185;2018-05-03
281573;2021-03-12
89292;2018-06-05
15106;2016-06-11
181101;2018-05-22
183071;2019-04-18
309942;2021-12-07
190893;2023-03-15
177770;2019-10-16
397132;2023-05-26
58113;2016-06-07
134379;2016-11-13
180644;2018-12-11
226905;2022-05-05
386090;2023-03-03
130167;2018-03-22
82108;2017-04-19
233410;2020-01-03
187295;2019-06-07
362360;2022-08-16
39369;2018-01-10
203493;2019-06-04
319263;2022-02-19
364569;2023-10-06
144618;2017-12-14
150835;2017-08-08
387371;2023-04-04
110709;2017-07-04
184444;2020-05-01
406118;2023-09-12
139823;2017-12-01
88791;2015-12-13
172778;2018-02-15
225354;2021-09-02
65037;2015-12-24
268300;2023-04-22
294344;2023-03-03
126529;2022-08-05
119269;2018-12-05
391273;2023-05-13
79200;2020-12-02
16475;2016-10-13
127091;2018-12-11
368852;2023-04-07
23645;2016-01-02
111774;2022-04-02
81049;2016-07-15
343943;2023-03-22
19689;2016-01-12
128441;2016-11-08
18537;2016-04-21
158332;2017-09-20
261145;2022-03-03
328538;2022-09-20
108682;2017-08-03
207565;2020-02-15
246082;2020-04-09
399021;2023-05-24
253224;2020-06-06
323085;2023-01-04
282139;2021-03-03
266120;2023-04-13
7043;2016-01-02
4140;2018-07-24
43570;2016-08-16
409049;2023-09-02
216337;2019-05-07
213050;2019-06-02
119880;2016-10-04
345344;2022-07-13
300724;2021-11-05
133773;2017-06-03
347154;2023-05-23
237217;2020-02-19
379225;2023-02-24
154452;2017-05-25
219292;2019-08-03
5860;2016-02-04
152694;2020-04-17
102886;2016-12-01
168651;2017-11-14
139660;2017-05-03
1562;2016-09-13
350936;2023-05-10
259837;2020-09-18
342692;2022-04-15
268237;2022-07-05
162402;2019-08-03
143905;2017-10-14
373892;2023-01-01
362474;2022-12-20
165262;2019-05-14
34764;2016-03-10
49198;2022-04-23
23850;2021-09-07
192305;2019-11-05
183430;2018-10-06
356304;2023-01-17
335192;2022-04-15
30621;2018-02-02
354049;2022-09-13
57;2020-09-09
154690;2017-05-17
258861;2020-12-11
23766;2016-08-23
8281;2016-09-13
355887;2023-01-06
356596;2023-11-03
104124;2016-06-11
224706;2021-12-02
272674;2022-03-03
204795;2019-11-19
314394;2022-05-03
297318;2021-09-07
271393;2022-03-08
352449;2023-01-03
42834;2015-11-04
334337;2023-10-14
21869;2016-05-13
290706;2022-05-25
148697;2017-07-20
89084;2017-04-15
340313;2022-08-10
225377;2022-04-05
317280;2022-06-16
284034;2021-03-03
160686;2018-02-09
278217;2021-04-02
289370;2021-04-09
134356;2021-09-08
330813;2022-08-03
220958;2020-01-04
294495;2022-07-05
309655;2021-12-01
125790;2017-05-06
330853;2022-02-09
291793;2022-06-03
273112;2020-11-03
420558;2023-10-19
263751;2020-08-12
173469;2018-05-03
171621;2018-08-03
372002;2023-10-04
389671;2023-06-16
244659;2022-08-05
157929;2020-03-07
356798;2022-10-04
299929;2021-07-03
356489;2022-08-03
51785;2016-08-16
376644;2023-03-07
385702;2023-06-21
42643;2020-12-02
