nCodColigada;nChapa;dAnoMes;cChapa;nQtdeAbsenteismo;cTipo;cCodOcorrencia;cOcorrencia;cSistemaOrigem;nHoraPrevista;nIdPessoa
1;185000396;ago 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;ago 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;ago 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;528;HORASLEGAIS;529;ABONO CHEFIA;ForPonto;;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;set 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;out 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;nov 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;185000396;dez 2017;0185000396;;;;;ForPonto;528;154835
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jun 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;jul 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;ago 2016;0173000426;;;;;ForPonto;440;11
1;173000426;set 2016;0173000426;;;;;ForPonto;440;11
1;173000426;set 2016;0173000426;;;;;ForPonto;440;11
1;173000426;set 2016;0173000426;;;;;ForPonto;440;11
1;173000426;set 2016;0173000426;;;;;ForPonto;440;11
1;173000426;set 2016;0173000426;;;;;ForPonto;440;11
1;173000426;set 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;out 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;nov 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;440;11
1;173000426;dez 2016;0173000426;;;;;ForPonto;437;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;jan 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;fev 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mar 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;abr 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
1;173000426;mai 2017;0173000426;;;;;ForPonto;440;11
